ID,FPS
10,59.980804,Oct 30, 2019, 2:06:24 PM
10,59.996639,Oct 30, 2019, 2:06:24 PM
10,58.624557,Oct 30, 2019, 2:06:24 PM
10,57.89785,Oct 30, 2019, 2:06:24 PM
10,55.5611,Oct 30, 2019, 2:06:24 PM
10,59.998085,Oct 30, 2019, 2:06:24 PM
10,59.998085,Oct 30, 2019, 2:06:24 PM
10,59.996277,Oct 30, 2019, 2:06:24 PM
10,59.997723,Oct 30, 2019, 2:06:24 PM
10,59.998074,Oct 30, 2019, 2:06:24 PM
10,59.999157,Oct 30, 2019, 2:06:24 PM
10,59.999882,Oct 30, 2019, 2:06:24 PM
10,59.996639,Oct 30, 2019, 2:06:24 PM
10,56.77367,Oct 30, 2019, 2:06:24 PM
10,54.558056,Oct 30, 2019, 2:06:24 PM
10,59.899963,Oct 30, 2019, 2:06:24 PM
10,59.997723,Oct 30, 2019, 2:06:24 PM
10,59.999519,Oct 30, 2019, 2:06:24 PM
10,59.941616,Oct 30, 2019, 2:06:24 PM
10,59.999157,Oct 30, 2019, 2:06:24 PM
10,59.977562,Oct 30, 2019, 2:06:24 PM
10,59.998447,Oct 30, 2019, 2:06:24 PM
10,59.997711,Oct 30, 2019, 2:06:24 PM
10,59.999519,Oct 30, 2019, 2:06:24 PM
10,59.99736,Oct 30, 2019, 2:06:24 PM
10,59.996998,Oct 30, 2019, 2:06:24 PM
10,59.998798,Oct 30, 2019, 2:06:24 PM
10,59.960667,Oct 30, 2019, 2:06:25 PM
10,59.997723,Oct 30, 2019, 2:06:25 PM
10,59.998436,Oct 30, 2019, 2:06:25 PM
10,59.996651,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.998074,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.997723,Oct 30, 2019, 2:06:25 PM
10,59.967846,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.999519,Oct 30, 2019, 2:06:25 PM
10,59.997723,Oct 30, 2019, 2:06:25 PM
10,59.962463,Oct 30, 2019, 2:06:25 PM
10,59.999157,Oct 30, 2019, 2:06:25 PM
10,59.998436,Oct 30, 2019, 2:06:25 PM
10,59.93515,Oct 30, 2019, 2:06:25 PM
10,59.999157,Oct 30, 2019, 2:06:25 PM
10,59.996651,Oct 30, 2019, 2:06:25 PM
10,59.995201,Oct 30, 2019, 2:06:25 PM
10,59.999157,Oct 30, 2019, 2:06:25 PM
10,59.996639,Oct 30, 2019, 2:06:25 PM
10,59.996277,Oct 30, 2019, 2:06:25 PM
10,59.995564,Oct 30, 2019, 2:06:25 PM
10,59.997711,Oct 30, 2019, 2:06:25 PM
10,59.999172,Oct 30, 2019, 2:06:25 PM
10,59.996277,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.971813,Oct 30, 2019, 2:06:25 PM
10,59.990524,Oct 30, 2019, 2:06:25 PM
10,59.998436,Oct 30, 2019, 2:06:25 PM
10,59.87558,Oct 30, 2019, 2:06:25 PM
10,59.999157,Oct 30, 2019, 2:06:25 PM
10,59.995926,Oct 30, 2019, 2:06:25 PM
10,59.605408,Oct 30, 2019, 2:06:25 PM
10,59.998436,Oct 30, 2019, 2:06:25 PM
10,59.995926,Oct 30, 2019, 2:06:25 PM
10,59.996277,Oct 30, 2019, 2:06:25 PM
10,59.991608,Oct 30, 2019, 2:06:25 PM
10,53.93219,Oct 30, 2019, 2:06:25 PM
10,59.962463,Oct 30, 2019, 2:06:25 PM
10,58.844299,Oct 30, 2019, 2:06:25 PM
10,59.98764,Oct 30, 2019, 2:06:25 PM
10,59.999157,Oct 30, 2019, 2:06:25 PM
10,59.998447,Oct 30, 2019, 2:06:25 PM
10,59.996277,Oct 30, 2019, 2:06:25 PM
10,59.996639,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,58.522999,Oct 30, 2019, 2:06:25 PM
10,58.687168,Oct 30, 2019, 2:06:25 PM
10,59.998798,Oct 30, 2019, 2:06:25 PM
10,59.998447,Oct 30, 2019, 2:06:25 PM
10,59.999508,Oct 30, 2019, 2:06:25 PM
10,59.998447,Oct 30, 2019, 2:06:25 PM
10,59.995564,Oct 30, 2019, 2:06:25 PM
10,59.99736,Oct 30, 2019, 2:06:25 PM
10,59.996639,Oct 30, 2019, 2:06:25 PM
10,59.99987,Oct 30, 2019, 2:06:25 PM
10,58.96262,Oct 30, 2019, 2:06:25 PM
10,59.998436,Oct 30, 2019, 2:06:26 PM
10,59.998447,Oct 30, 2019, 2:06:26 PM
10,59.308468,Oct 30, 2019, 2:06:26 PM
10,59.995914,Oct 30, 2019, 2:06:26 PM
10,59.995926,Oct 30, 2019, 2:06:26 PM
10,59.996277,Oct 30, 2019, 2:06:26 PM
10,59.996998,Oct 30, 2019, 2:06:26 PM
10,59.998798,Oct 30, 2019, 2:06:26 PM
10,59.923298,Oct 30, 2019, 2:06:26 PM
10,59.99881,Oct 30, 2019, 2:06:26 PM
10,58.596378,Oct 30, 2019, 2:06:26 PM
10,59.29826,Oct 30, 2019, 2:06:26 PM
10,57.867695,Oct 30, 2019, 2:06:26 PM
10,59.907143,Oct 30, 2019, 2:06:26 PM
10,59.998436,Oct 30, 2019, 2:06:26 PM
10,59.917198,Oct 30, 2019, 2:06:26 PM
10,59.999157,Oct 30, 2019, 2:06:26 PM
10,59.999157,Oct 30, 2019, 2:06:26 PM
10,59.99881,Oct 30, 2019, 2:06:26 PM
10,59.997711,Oct 30, 2019, 2:06:26 PM
10,59.938389,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,56.028687,Oct 30, 2019, 2:06:26 PM
10,59.998798,Oct 30, 2019, 2:06:26 PM
10,59.999882,Oct 30, 2019, 2:06:26 PM
10,59.970016,Oct 30, 2019, 2:06:26 PM
10,59.535858,Oct 30, 2019, 2:06:26 PM
10,59.999519,Oct 30, 2019, 2:06:26 PM
10,59.997723,Oct 30, 2019, 2:06:26 PM
10,59.999157,Oct 30, 2019, 2:06:26 PM
10,59.633137,Oct 30, 2019, 2:06:26 PM
10,59.99736,Oct 30, 2019, 2:06:26 PM
10,59.999157,Oct 30, 2019, 2:06:26 PM
10,54.916988,Oct 30, 2019, 2:06:26 PM
10,59.99736,Oct 30, 2019, 2:06:26 PM
10,59.997723,Oct 30, 2019, 2:06:26 PM
10,59.996277,Oct 30, 2019, 2:06:26 PM
10,59.995926,Oct 30, 2019, 2:06:26 PM
10,58.708527,Oct 30, 2019, 2:06:26 PM
10,59.983688,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,59.996277,Oct 30, 2019, 2:06:26 PM
10,59.996998,Oct 30, 2019, 2:06:26 PM
10,59.998085,Oct 30, 2019, 2:06:26 PM
10,59.999519,Oct 30, 2019, 2:06:26 PM
10,59.998436,Oct 30, 2019, 2:06:26 PM
10,59.889206,Oct 30, 2019, 2:06:26 PM
10,59.99881,Oct 30, 2019, 2:06:26 PM
10,59.998436,Oct 30, 2019, 2:06:26 PM
10,59.998085,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,59.996998,Oct 30, 2019, 2:06:26 PM
10,59.999882,Oct 30, 2019, 2:06:26 PM
10,59.962463,Oct 30, 2019, 2:06:26 PM
10,59.996277,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,59.996639,Oct 30, 2019, 2:06:26 PM
10,59.995926,Oct 30, 2019, 2:06:26 PM
10,59.999157,Oct 30, 2019, 2:06:26 PM
10,59.990524,Oct 30, 2019, 2:06:27 PM
10,59.999519,Oct 30, 2019, 2:06:27 PM
10,59.974331,Oct 30, 2019, 2:06:27 PM
10,59.965328,Oct 30, 2019, 2:06:27 PM
10,59.995926,Oct 30, 2019, 2:06:27 PM
10,59.998436,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.999519,Oct 30, 2019, 2:06:27 PM
10,59.99736,Oct 30, 2019, 2:06:27 PM
10,59.99736,Oct 30, 2019, 2:06:27 PM
10,59.999519,Oct 30, 2019, 2:06:27 PM
10,59.998798,Oct 30, 2019, 2:06:27 PM
10,59.996639,Oct 30, 2019, 2:06:27 PM
10,59.979008,Oct 30, 2019, 2:06:27 PM
10,59.998085,Oct 30, 2019, 2:06:27 PM
10,59.999157,Oct 30, 2019, 2:06:27 PM
10,59.999157,Oct 30, 2019, 2:06:27 PM
10,59.973259,Oct 30, 2019, 2:06:27 PM
10,59.999157,Oct 30, 2019, 2:06:27 PM
10,59.996639,Oct 30, 2019, 2:06:27 PM
10,59.985123,Oct 30, 2019, 2:06:27 PM
10,59.99736,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.972538,Oct 30, 2019, 2:06:27 PM
10,59.88203,Oct 30, 2019, 2:06:27 PM
10,59.997711,Oct 30, 2019, 2:06:27 PM
10,59.996288,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.999882,Oct 30, 2019, 2:06:27 PM
10,59.996639,Oct 30, 2019, 2:06:27 PM
10,59.999519,Oct 30, 2019, 2:06:27 PM
10,59.985123,Oct 30, 2019, 2:06:27 PM
10,59.996277,Oct 30, 2019, 2:06:27 PM
10,59.998447,Oct 30, 2019, 2:06:27 PM
10,59.996639,Oct 30, 2019, 2:06:27 PM
10,59.99736,Oct 30, 2019, 2:06:27 PM
10,59.997723,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.99987,Oct 30, 2019, 2:06:27 PM
10,59.998447,Oct 30, 2019, 2:06:27 PM
10,59.999519,Oct 30, 2019, 2:06:27 PM
10,59.998074,Oct 30, 2019, 2:06:27 PM
10,59.999157,Oct 30, 2019, 2:06:27 PM
10,59.996288,Oct 30, 2019, 2:06:27 PM
10,59.99987,Oct 30, 2019, 2:06:27 PM
10,59.998085,Oct 30, 2019, 2:06:27 PM
10,59.998436,Oct 30, 2019, 2:06:27 PM
10,59.998085,Oct 30, 2019, 2:06:27 PM
10,59.998436,Oct 30, 2019, 2:06:27 PM
10,59.229084,Oct 30, 2019, 2:06:27 PM
10,57.791103,Oct 30, 2019, 2:06:27 PM
10,52.432884,Oct 30, 2019, 2:06:27 PM
10,59.441727,Oct 30, 2019, 2:06:27 PM
10,59.996998,Oct 30, 2019, 2:06:27 PM
10,59.999157,Oct 30, 2019, 2:06:27 PM
10,59.922935,Oct 30, 2019, 2:06:27 PM
10,59.451614,Oct 30, 2019, 2:06:27 PM
10,59.973972,Oct 30, 2019, 2:06:27 PM
10,59.997723,Oct 30, 2019, 2:06:27 PM
10,59.998085,Oct 30, 2019, 2:06:28 PM
10,59.991234,Oct 30, 2019, 2:06:28 PM
10,59.999882,Oct 30, 2019, 2:06:28 PM
10,59.998074,Oct 30, 2019, 2:06:28 PM
10,59.996651,Oct 30, 2019, 2:06:28 PM
10,59.997711,Oct 30, 2019, 2:06:28 PM
10,59.995926,Oct 30, 2019, 2:06:28 PM
10,59.966778,Oct 30, 2019, 2:06:28 PM
10,59.968586,Oct 30, 2019, 2:06:28 PM
10,59.998436,Oct 30, 2019, 2:06:28 PM
10,59.999519,Oct 30, 2019, 2:06:28 PM
10,59.998798,Oct 30, 2019, 2:06:28 PM
10,59.998447,Oct 30, 2019, 2:06:28 PM
10,59.996277,Oct 30, 2019, 2:06:28 PM
10,59.998798,Oct 30, 2019, 2:06:28 PM
10,59.998447,Oct 30, 2019, 2:06:28 PM
10,59.995914,Oct 30, 2019, 2:06:28 PM
10,59.353878,Oct 30, 2019, 2:06:28 PM
10,59.784645,Oct 30, 2019, 2:06:28 PM
10,59.974331,Oct 30, 2019, 2:06:28 PM
10,59.936943,Oct 30, 2019, 2:06:28 PM
10,59.968945,Oct 30, 2019, 2:06:28 PM
10,59.996998,Oct 30, 2019, 2:06:28 PM
10,58.943844,Oct 30, 2019, 2:06:28 PM
10,55.94249,Oct 30, 2019, 2:06:28 PM
10,59.399704,Oct 30, 2019, 2:06:28 PM
10,59.994843,Oct 30, 2019, 2:06:28 PM
10,59.758575,Oct 30, 2019, 2:06:28 PM
10,59.61216,Oct 30, 2019, 2:06:28 PM
10,59.999519,Oct 30, 2019, 2:06:28 PM
10,55.245567,Oct 30, 2019, 2:06:28 PM
10,59.987278,Oct 30, 2019, 2:06:28 PM
10,59.932995,Oct 30, 2019, 2:06:28 PM
10,59.998798,Oct 30, 2019, 2:06:28 PM
10,59.998447,Oct 30, 2019, 2:06:28 PM
10,55.774311,Oct 30, 2019, 2:06:28 PM
10,57.155918,Oct 30, 2019, 2:06:28 PM
10,59.99736,Oct 30, 2019, 2:06:28 PM
10,59.99736,Oct 30, 2019, 2:06:28 PM
10,59.814342,Oct 30, 2019, 2:06:28 PM
10,59.999882,Oct 30, 2019, 2:06:28 PM
10,59.998798,Oct 30, 2019, 2:06:28 PM
10,59.996639,Oct 30, 2019, 2:06:28 PM
10,59.998447,Oct 30, 2019, 2:06:28 PM
10,59.997349,Oct 30, 2019, 2:06:28 PM
10,59.890289,Oct 30, 2019, 2:06:28 PM
10,59.999519,Oct 30, 2019, 2:06:28 PM
10,59.999157,Oct 30, 2019, 2:06:28 PM
10,59.999882,Oct 30, 2019, 2:06:28 PM
10,59.999882,Oct 30, 2019, 2:06:28 PM
10,59.887764,Oct 30, 2019, 2:06:28 PM
10,59.99736,Oct 30, 2019, 2:06:28 PM
10,59.286316,Oct 30, 2019, 2:06:28 PM
10,56.687733,Oct 30, 2019, 2:06:28 PM
10,59.957066,Oct 30, 2019, 2:06:28 PM
10,59.996998,Oct 30, 2019, 2:06:28 PM
10,59.705063,Oct 30, 2019, 2:06:28 PM
10,59.996998,Oct 30, 2019, 2:06:28 PM
10,59.452682,Oct 30, 2019, 2:06:28 PM
10,59.999519,Oct 30, 2019, 2:06:28 PM
10,59.99987,Oct 30, 2019, 2:06:29 PM
10,59.996288,Oct 30, 2019, 2:06:29 PM
10,59.998074,Oct 30, 2019, 2:06:29 PM
10,59.360218,Oct 30, 2019, 2:06:29 PM
10,56.936588,Oct 30, 2019, 2:06:29 PM
10,57.77742,Oct 30, 2019, 2:06:29 PM
10,59.998436,Oct 30, 2019, 2:06:29 PM
10,59.995926,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,58.346123,Oct 30, 2019, 2:06:29 PM
10,59.997711,Oct 30, 2019, 2:06:29 PM
10,59.999519,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.996639,Oct 30, 2019, 2:06:29 PM
10,59.997723,Oct 30, 2019, 2:06:29 PM
10,59.996639,Oct 30, 2019, 2:06:29 PM
10,59.988365,Oct 30, 2019, 2:06:29 PM
10,59.996288,Oct 30, 2019, 2:06:29 PM
10,59.997711,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.99881,Oct 30, 2019, 2:06:29 PM
10,59.998798,Oct 30, 2019, 2:06:29 PM
10,59.997723,Oct 30, 2019, 2:06:29 PM
10,59.997711,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.996288,Oct 30, 2019, 2:06:29 PM
10,59.998798,Oct 30, 2019, 2:06:29 PM
10,59.958149,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.973972,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.99736,Oct 30, 2019, 2:06:29 PM
10,59.999157,Oct 30, 2019, 2:06:29 PM
10,59.99736,Oct 30, 2019, 2:06:29 PM
10,59.995914,Oct 30, 2019, 2:06:29 PM
10,59.193665,Oct 30, 2019, 2:06:29 PM
10,59.981167,Oct 30, 2019, 2:06:29 PM
10,56.587017,Oct 30, 2019, 2:06:29 PM
10,55.216274,Oct 30, 2019, 2:06:29 PM
10,55.75069,Oct 30, 2019, 2:06:29 PM
10,59.997711,Oct 30, 2019, 2:06:29 PM
10,59.99736,Oct 30, 2019, 2:06:29 PM
10,59.672279,Oct 30, 2019, 2:06:29 PM
10,59.87809,Oct 30, 2019, 2:06:29 PM
10,59.996639,Oct 30, 2019, 2:06:29 PM
10,59.903561,Oct 30, 2019, 2:06:29 PM
10,56.950203,Oct 30, 2019, 2:06:29 PM
10,59.99736,Oct 30, 2019, 2:06:29 PM
10,59.999519,Oct 30, 2019, 2:06:29 PM
10,59.997723,Oct 30, 2019, 2:06:29 PM
10,59.99987,Oct 30, 2019, 2:06:29 PM
10,59.998085,Oct 30, 2019, 2:06:29 PM
10,59.996639,Oct 30, 2019, 2:06:29 PM
10,59.410656,Oct 30, 2019, 2:06:29 PM
10,59.105141,Oct 30, 2019, 2:06:29 PM
10,59.99736,Oct 30, 2019, 2:06:29 PM
10,59.999519,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:29 PM
10,59.998436,Oct 30, 2019, 2:06:29 PM
10,59.996998,Oct 30, 2019, 2:06:30 PM
10,59.998447,Oct 30, 2019, 2:06:30 PM
10,59.996639,Oct 30, 2019, 2:06:30 PM
10,59.995926,Oct 30, 2019, 2:06:30 PM
10,59.860519,Oct 30, 2019, 2:06:30 PM
10,59.954201,Oct 30, 2019, 2:06:30 PM
10,59.996639,Oct 30, 2019, 2:06:30 PM
10,59.996998,Oct 30, 2019, 2:06:30 PM
10,59.996998,Oct 30, 2019, 2:06:30 PM
10,59.996277,Oct 30, 2019, 2:06:30 PM
10,59.999157,Oct 30, 2019, 2:06:30 PM
10,59.998085,Oct 30, 2019, 2:06:30 PM
10,59.998085,Oct 30, 2019, 2:06:30 PM
10,59.980442,Oct 30, 2019, 2:06:30 PM
10,59.998074,Oct 30, 2019, 2:06:30 PM
10,59.998447,Oct 30, 2019, 2:06:30 PM
10,59.996639,Oct 30, 2019, 2:06:30 PM
10,59.996277,Oct 30, 2019, 2:06:30 PM
10,59.995564,Oct 30, 2019, 2:06:30 PM
10,59.996277,Oct 30, 2019, 2:06:30 PM
10,59.958149,Oct 30, 2019, 2:06:30 PM
10,59.996639,Oct 30, 2019, 2:06:30 PM
10,58.147995,Oct 30, 2019, 2:06:30 PM
10,59.999882,Oct 30, 2019, 2:06:30 PM
10,59.997349,Oct 30, 2019, 2:06:30 PM
10,59.998447,Oct 30, 2019, 2:06:30 PM
10,59.736088,Oct 30, 2019, 2:06:30 PM
10,59.914322,Oct 30, 2019, 2:06:30 PM
10,59.997711,Oct 30, 2019, 2:06:30 PM
10,59.999172,Oct 30, 2019, 2:06:30 PM
10,59.996998,Oct 30, 2019, 2:06:30 PM
10,59.233635,Oct 30, 2019, 2:06:30 PM
10,59.974682,Oct 30, 2019, 2:06:30 PM
10,59.999172,Oct 30, 2019, 2:06:30 PM
10,59.640953,Oct 30, 2019, 2:06:30 PM
10,58.666172,Oct 30, 2019, 2:06:30 PM
10,59.998074,Oct 30, 2019, 2:06:30 PM
10,59.999157,Oct 30, 2019, 2:06:30 PM
10,59.999519,Oct 30, 2019, 2:06:30 PM
10,58.074039,Oct 30, 2019, 2:06:30 PM
10,59.99736,Oct 30, 2019, 2:06:30 PM
10,59.435001,Oct 30, 2019, 2:06:30 PM
10,58.501774,Oct 30, 2019, 2:06:30 PM
10,59.368671,Oct 30, 2019, 2:06:30 PM
10,59.995914,Oct 30, 2019, 2:06:30 PM
10,59.544731,Oct 30, 2019, 2:06:30 PM
10,52.616894,Oct 30, 2019, 2:06:30 PM
10,56.168423,Oct 30, 2019, 2:06:30 PM
10,59.140797,Oct 30, 2019, 2:06:30 PM
10,58.490482,Oct 30, 2019, 2:06:30 PM
10,59.110386,Oct 30, 2019, 2:06:30 PM
10,59.999157,Oct 30, 2019, 2:06:30 PM
10,59.939461,Oct 30, 2019, 2:06:30 PM
10,59.997723,Oct 30, 2019, 2:06:30 PM
10,59.998798,Oct 30, 2019, 2:06:30 PM
10,58.982441,Oct 30, 2019, 2:06:30 PM
10,58.051445,Oct 30, 2019, 2:06:30 PM
10,59.357395,Oct 30, 2019, 2:06:30 PM
10,57.597378,Oct 30, 2019, 2:06:30 PM
10,59.996288,Oct 30, 2019, 2:06:31 PM
10,59.998436,Oct 30, 2019, 2:06:31 PM
10,59.810757,Oct 30, 2019, 2:06:31 PM
10,59.99736,Oct 30, 2019, 2:06:31 PM
10,59.99736,Oct 30, 2019, 2:06:31 PM
10,59.878811,Oct 30, 2019, 2:06:31 PM
10,59.711823,Oct 30, 2019, 2:06:31 PM
10,59.996639,Oct 30, 2019, 2:06:31 PM
10,59.997723,Oct 30, 2019, 2:06:31 PM
10,59.996277,Oct 30, 2019, 2:06:31 PM
10,59.99881,Oct 30, 2019, 2:06:31 PM
10,59.99736,Oct 30, 2019, 2:06:31 PM
10,59.998436,Oct 30, 2019, 2:06:31 PM
10,59.996639,Oct 30, 2019, 2:06:31 PM
