ID,FPS,TimeStamp
52,2.5,Oct 29, 2019, 1:39:56 PM
52,59.972538,Oct 29, 2019, 1:39:56 PM
52,59.999157,Oct 29, 2019, 1:39:56 PM
52,38.668713,Oct 29, 2019, 1:39:56 PM
52,30.935139,Oct 29, 2019, 1:39:56 PM
52,25.978209,Oct 29, 2019, 1:39:56 PM
52,25.989756,Oct 29, 2019, 1:39:56 PM
52,28.145468,Oct 29, 2019, 1:39:56 PM
52,46.975922,Oct 29, 2019, 1:39:56 PM
52,49.942566,Oct 29, 2019, 1:39:56 PM
52,59.981514,Oct 29, 2019, 1:39:56 PM
52,59.999882,Oct 29, 2019, 1:39:56 PM
52,59.908226,Oct 29, 2019, 1:39:56 PM
52,59.564934,Oct 29, 2019, 1:39:56 PM
52,59.996998,Oct 29, 2019, 1:39:56 PM
52,59.999157,Oct 29, 2019, 1:39:56 PM
52,59.998798,Oct 29, 2019, 1:39:56 PM
52,59.996998,Oct 29, 2019, 1:39:56 PM
52,59.996288,Oct 29, 2019, 1:39:56 PM
52,59.998798,Oct 29, 2019, 1:39:56 PM
52,59.999519,Oct 29, 2019, 1:39:56 PM
52,59.996998,Oct 29, 2019, 1:39:56 PM
52,59.996639,Oct 29, 2019, 1:39:56 PM
52,58.717834,Oct 29, 2019, 1:39:56 PM
52,58.333191,Oct 29, 2019, 1:39:56 PM
52,59.998085,Oct 29, 2019, 1:39:56 PM
52,59.998074,Oct 29, 2019, 1:39:56 PM
52,59.998085,Oct 29, 2019, 1:39:56 PM
52,59.997723,Oct 29, 2019, 1:39:56 PM
52,59.99987,Oct 29, 2019, 1:39:56 PM
52,59.996651,Oct 29, 2019, 1:39:56 PM
52,59.997349,Oct 29, 2019, 1:39:56 PM
52,59.99736,Oct 29, 2019, 1:39:56 PM
52,59.996651,Oct 29, 2019, 1:39:56 PM
52,59.999519,Oct 29, 2019, 1:39:56 PM
52,59.998436,Oct 29, 2019, 1:39:57 PM
52,59.99736,Oct 29, 2019, 1:39:57 PM
52,59.999882,Oct 29, 2019, 1:39:57 PM
52,59.999157,Oct 29, 2019, 1:39:57 PM
52,59.996998,Oct 29, 2019, 1:39:57 PM
52,59.996639,Oct 29, 2019, 1:39:57 PM
